Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Kvinder, 25 - 34 år;Vejledning og instruktion i sikker udførelse;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Jeg får den nødvendige vejledning og instruktion i sikker udførelse af arbejdet

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";1945;-57,51754159;;;;61,96455786;3,098227893
Kvinder, 25 - 34 år;Mindre ulykker er ikke en normal del af det daglige arbejde;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Hvor enig er du i udsagnet: 'Vi mener, at mindre ulykker er en normal del af det daglige arbejde'

- 1. Meget enig
- 2. Enig
- 3. Uenig
- 4. Meget uenig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";1694;-20,86708584;;;;58,16692487;2,908346243
Kvinder, 25 - 34 år;Ledelse opmuntrer til altid at arbejde sikkert;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen opmuntrer medarbejderne til at arbejde sikkert, selv når arbejdsplanen er stram

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";1889;-47,30641817;;;;60,48540398;3,024270199
Kvinder, 25 - 34 år;Ledelse inddrager medarbejderne i beslutninger vedrørende sikkerhed;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen inddrager medarbejderne i beslutninger vedrørende sikkerhed

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";1824;-38,58230571;;;;56,63299644;2,831649822
Kvinder, 18 - 24 år;Vi hjælper hinanden med altid at arbejde sikkert;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Vi hjælper hinanden med at arbejde sikkert, selv når arbejdsplanen er stram.

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";564;-50,01285485;;;;62,16811292;3,108405646
Kvinder, 18 - 24 år;Vejledning og instruktion i sikker udførelse;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Jeg får den nødvendige vejledning og instruktion i sikker udførelse af arbejdet

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";592;-42,26483259;;;;62,28772393;3,114386196
Kvinder, 18 - 24 år;Mindre ulykker er ikke en normal del af det daglige arbejde;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Hvor enig er du i udsagnet: 'Vi mener, at mindre ulykker er en normal del af det daglige arbejde'

- 1. Meget enig
- 2. Enig
- 3. Uenig
- 4. Meget uenig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";493;-75,27977405;;;;52,68007612;2,634003806
Kvinder, 18 - 24 år;Ledelse opmuntrer til altid at arbejde sikkert;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen opmuntrer medarbejderne til at arbejde sikkert, selv når arbejdsplanen er stram

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";568;-46,67428873;;;;60,50281644;3,025140822
Kvinder, 18 - 24 år;Ledelse inddrager medarbejderne i beslutninger vedrørende sikkerhed;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen inddrager medarbejderne i beslutninger vedrørende sikkerhed

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";538;-80,4963029;;;;54,41764607;2,720882304
Kvinder;Vi hjælper hinanden med altid at arbejde sikkert;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Vi hjælper hinanden med at arbejde sikkert, selv når arbejdsplanen er stram.

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";15365;1,187531535;;;;62,92163499;3,146081749
Kvinder;Vejledning og instruktion i sikker udførelse;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Jeg får den nødvendige vejledning og instruktion i sikker udførelse af arbejdet

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";15901;10,10304266;;;;63,39726585;3,169863293
Kvinder;Mindre ulykker er ikke en normal del af det daglige arbejde;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Hvor enig er du i udsagnet: 'Vi mener, at mindre ulykker er en normal del af det daglige arbejde'

- 1. Meget enig
- 2. Enig
- 3. Uenig
- 4. Meget uenig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";14031;1,416522292;;;;60,41395201;3,020697601
Kvinder;Ledelse opmuntrer til altid at arbejde sikkert;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen opmuntrer medarbejderne til at arbejde sikkert, selv når arbejdsplanen er stram

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";15558;2,735613424;;;;61,86384839;3,09319242
Kvinder;Ledelse inddrager medarbejderne i beslutninger vedrørende sikkerhed;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen inddrager medarbejderne i beslutninger vedrørende sikkerhed

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";15627;-1,752479732;;;;58,57962462;2,928981231
Mænd, 55 - 64 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5110;-16,72799474;;;;36,99452414;36,99452414
Mænd, 55 - 64 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5100;-8,064526084;;;;5,362731251;5,362731251
Mænd, 45 - 54 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5399;-3,402374448;;;;33,57209561;33,57209561
Mænd, 45 - 54 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5393;5,773808376;;;;4,972062219;4,972062219
Mænd, 35 - 44 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";3537;15,50700831;;;;28,7155854;28,7155854
Mænd, 35 - 44 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";3535;18,27419557;;;;4,619164682;4,619164682
Mænd, 25 - 34 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";1913;52,86683798;;;;19,12043379;19,12043379
Mænd, 25 - 34 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";1908;53,99304177;;;;3,610788487;3,610788487
Mænd, 18 - 24 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";611;53,44973586;;;;18,97072771;18,97072771
Mænd, 18 - 24 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";609;46,10194208;;;;3,833561558;3,833561558
Mænd;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";16570;15,58934935;;;;28,69443769;28,69443769
Mænd;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";16545;19,88949425;;;;4,5735633;4,5735633
Kvinder, 55 - 64 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5630;-46,55026414;;;;44,65379879;44,65379879
Kvinder, 55 - 64 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5621;-38,81856285;;;;6,230946265;6,230946265
Kvinder, 45 - 54 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";6444;-31,1325041;;;;40,69404452;40,69404452
Kvinder, 45 - 54 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";6433;-17,9827226;;;;5,642731147;5,642731147
Kvinder, 35 - 44 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";4308;-5,262891935;;;;34,04993364;34,04993364
Kvinder, 35 - 44 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";4295;-11,88981904;;;;5,470722823;5,470722823
Kvinder, 25 - 34 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";2328;13,91285498;;;;29,12501293;29,12501293
Kvinder, 25 - 34 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";2322;-46,00695823;;;;6,433881341;6,433881341
Kvinder, 18 - 24 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";658;11,89116875;;;;29,64424404;29,64424404
Kvinder, 18 - 24 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";657;51,22581057;;;;3,688909993;3,688909993
Kvinder;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";19368;-15,58934935;;;;36,70208504;36,70208504
Kvinder;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";19328;-19,88949425;;;;5,696561082;5,696561082
Mænd, 55 - 64 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5142;-18,2911167;;;;19,70052869;19,70052869
Mænd, 55 - 64 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5134;-23,32224901;;;;10,79400512;10,79400512
Mænd, 55 - 64 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5141;9,34050455;;;;15,39370873;15,39370873
Mænd, 55 - 64 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5141;49,50883963;;;;43,72220409;43,72220409
Mænd, 45 - 54 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5440;-24,13370178;;;;20,81093983;20,81093983
Mænd, 45 - 54 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5439;-33,26502843;;;;12,17710838;12,17710838
Mænd, 45 - 54 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5446;0,731885487;;;;16,82705264;16,82705264
Mænd, 45 - 54 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5448;26,14195932;;;;48,87438875;48,87438875
Mænd, 35 - 44 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";3609;-31,25123866;;;;22,16366162;22,16366162
Mænd, 35 - 44 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";3603;-39,91250248;;;;13,1018139;13,1018139
Mænd, 35 - 44 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";3608;-6,941779366;;;;18,10472572;18,10472572
Mænd, 35 - 44 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";3609;4,87898436;;;;53,5626814;53,5626814
Mænd, 25 - 34 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";1959;-32,0701439;;;;22,31929846;22,31929846
Mænd, 25 - 34 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";1955;-39,76787514;;;;13,08169533;13,08169533
Mænd, 25 - 34 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";1963;-22,69307728;;;;20,727333;20,727333
Mænd, 25 - 34 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";1965;-3,252966816;;;;55,3557027;55,3557027
Mænd, 18 - 24 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";627;-62,84168699;;;;28,16757684;28,16757684
Mænd, 18 - 24 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";627;-58,1373748;;;;15,63700846;15,63700846
